4071578	cxcr7a coding sequence_17		Quasar 670	
4071579	cxcr7a coding sequence_18		Quasar 670	
4071580	cxcr7a coding sequence_19		Quasar 670	
4071581	cxcr7a coding sequence_20		Quasar 670	
4071582	cxcr7a coding sequence_21		Quasar 670	
4071583	cxcr7a coding sequence_22		Quasar 670	
4071584	cxcr7a coding sequence_23		Quasar 670	
4071585	cxcr7a coding sequence_24		Quasar 670	
4071586	cxcr7a coding sequence_25		Quasar 670	
4071587	cxcr7a coding sequence_26		Quasar 670	
4071588	cxcr7a coding sequence_27		Quasar 670	
4071589	cxcr7a coding sequence_28		Quasar 670	
4071590	cxcr7a coding sequence_29		Quasar 670	
4071591	cxcr7a coding sequence_30		Quasar 670	
4071592	cxcr7a coding sequence_31		Quasar 670	
4071593	cxcr7a coding sequence_32		Quasar 670	
4071594	cxcr7a coding sequence_33		Quasar 670	
4071595	cxcr7a coding sequence_34		Quasar 670	
4071596	cxcr7a coding sequence_35		Quasar 670	
4071597	cxcr7a coding sequence_36		Quasar 670	
4071598	cxcr7a coding sequence_37		Quasar 670	
4071599	cxcr7a coding sequence_38		Quasar 670	
4071600	cxcr7a coding sequence_39		Quasar 670	
4071601	cxcr7a coding sequence_40		Quasar 670	
4071602	cxcr7a coding sequence_41		Quasar 670	
4071603	cxcr7a coding sequence_42		Quasar 670	
4071604	cxcr7a coding sequence_43		Quasar 670	
4071605	cxcr7a coding sequence_44		Quasar 670	
4071606	cxcr7a coding sequence_45		Quasar 670	
4071607	cxcr7a coding sequence_46		Quasar 670	
4071608	cxcr7a coding sequence_47		Quasar 670	
4071609	cxcr7a coding sequence_48		Quasar 670	
4071610	cxcr7b coding sequence_1		Quasar 670	
4071611	cxcr7b coding sequence_2		Quasar 670	
4071612	cxcr7b coding sequence_3		Quasar 670	
4071613	cxcr7b coding sequence_4		Quasar 670	
4071614	cxcr7b coding sequence_5		Quasar 670	
4071615	cxcr7b coding sequence_6		Quasar 670	
4071616	cxcr7b coding sequence_7		Quasar 670	
4071617	cxcr7b coding sequence_8		Quasar 670	
4071618	cxcr7b coding sequence_9		Quasar 670	
4071619	cxcr7b coding sequence_10		Quasar 670	
4071620	cxcr7b coding sequence_11		Quasar 670	
4071621	cxcr7b coding sequence_12		Quasar 670	
4071622	cxcr7b coding sequence_13		Quasar 670	
4071623	cxcr7b coding sequence_14		Quasar 670	
4071624	cxcr7b coding sequence_15		Quasar 670	
4071625	cxcr7b coding sequence_16		Quasar 670	
4071626	cxcr7b coding sequence_17		Quasar 670	
4071627	cxcr7b coding sequence_18		Quasar 670	
4071628	cxcr7b coding sequence_19		Quasar 670	
4071629	cxcr7b coding sequence_20		Quasar 670	
4071630	cxcr7b coding sequence_21		Quasar 670	
4071631	cxcr7b coding sequence_22		Quasar 670	
4071632	cxcr7b coding sequence_23		Quasar 670	
4071633	cxcr7b coding sequence_24		Quasar 670	
4071634	cxcr7b coding sequence_25		Quasar 670	
4071635	cxcr7b coding sequence_26		Quasar 670	
4071636	cxcr7b coding sequence_27		Quasar 670	
4071637	cxcr7b coding sequence_28		Quasar 670	
4071638	cxcr7b coding sequence_29		Quasar 670	
4071639	cxcr7b coding sequence_30		Quasar 670	
4071640	cxcr7b coding sequence_31		Quasar 670	
4071641	cxcr7b coding sequence_32		Quasar 670	
4071642	cxcr7b coding sequence_33		Quasar 670	
4071643	cxcr7b coding sequence_34		Quasar 670	
4071644	cxcr7b coding sequence_35		Quasar 670	
4071645	cxcr7b coding sequence_36		Quasar 670	
4071646	cxcr7b coding sequence_37		Quasar 670	
4071647	cxcr7b coding sequence_38		Quasar 670	
4071648	cxcr7b coding sequence_39		Quasar 670	
4071649	cxcr7b coding sequence_40		Quasar 670	
4071650	cxcr7b coding sequence_41		Quasar 670	
4071651	cxcr7b coding sequence_42		Quasar 670	
4071652	HumanCDH5-_1		TAMRA-C9	
4071653	HumanCDH5-_2		TAMRA-C9	
4071654	HumanCDH5-_3		TAMRA-C9	
4071655	HumanCDH5-_4		TAMRA-C9	
4071656	HumanCDH5-_5		TAMRA-C9	
4071657	HumanCDH5-_6		TAMRA-C9	
4071658	HumanCDH5-_7		TAMRA-C9	
4071659	HumanCDH5-_8		TAMRA-C9	
4071660	HumanCDH5-_9		TAMRA-C9	
4071661	HumanCDH5-_10		TAMRA-C9	
4071662	HumanCDH5-_11		TAMRA-C9	
4071663	HumanCDH5-_12		TAMRA-C9	
4071664	HumanCDH5-_13		TAMRA-C9	
4071665	HumanCDH5-_14		TAMRA-C9	
4071666	HumanCDH5-_15		TAMRA-C9	
4071667	HumanCDH5-_16		TAMRA-C9	
4071668	HumanCDH5-_17		TAMRA-C9	
4071669	HumanCDH5-_18		TAMRA-C9	
4071670	HumanCDH5-_19		TAMRA-C9	
4071671	HumanCDH5-_20		TAMRA-C9	
4071672	HumanCDH5-_21		TAMRA-C9	
4071673	HumanCDH5-_22		TAMRA-C9	
4071674	HumanCDH5-_23		TAMRA-C9	
4071675	HumanCDH5-_24		TAMRA-C9	
4071676	HumanCDH5-_25		TAMRA-C9	
4071677	HumanCDH5-_26		TAMRA-C9	
4071678	HumanCDH5-_27		TAMRA-C9	
4071679	HumanCDH5-_28		TAMRA-C9	
4071680	HumanCDH5-_29		TAMRA-C9	
4071681	HumanCDH5-_30		TAMRA-C9	
4071682	HumanCDH5-_31		TAMRA-C9	
4071683	HumanCDH5-_32		TAMRA-C9	
4071684	HumanCDH5-_33		TAMRA-C9	
4071685	HumanCDH5-_34		TAMRA-C9	
4071686	HumanCDH5-_35		TAMRA-C9	
4071687	HumanCDH5-_36		TAMRA-C9	
4071688	HumanCDH5-_37		TAMRA-C9	
4071689	HumanCDH5-_38		TAMRA-C9	
4071690	HumanCDH5-_39		TAMRA-C9	
4071691	Humann339260_1		C3-Fluorescein	
4071692	Humann339260_2		C3-Fluorescein	
4071693	Humann339260_3		C3-Fluorescein	
4071694	Humann339260_4		C3-Fluorescein	
4071695	Humann339260_5		C3-Fluorescein	
4071696	Humann339260_6		C3-Fluorescein	
4071697	Humann339260_7		C3-Fluorescein	
4071698	Humann339260_8		C3-Fluorescein	
4071699	Humann339260_9		C3-Fluorescein	
4071700	Humann339260_10		C3-Fluorescein	
4071701	Humann339260_11		C3-Fluorescein	
4071702	Humann339260_12		C3-Fluorescein	
4071703	Humann339260_13		C3-Fluorescein	
4071704	Humann339260_14		C3-Fluorescein	
4071705	Humann339260_15		C3-Fluorescein	
4071706	Humann339260_16		C3-Fluorescein	
4071707	Humann339260_17		C3-Fluorescein	
4071708	Humann339260_18		C3-Fluorescein	
4071709	Humann339260_19		C3-Fluorescein	
4071710	Humann339260_20		C3-Fluorescein	
4071711	Humann339260_21		C3-Fluorescein	
4071712	Humann339260_22		C3-Fluorescein	
4071713	Humann339260_23		C3-Fluorescein	
4071714	Humann339260_24		C3-Fluorescein	
4071715	Humann339260_25		C3-Fluorescein	
4071716	Humann339260_26		C3-Fluorescein	
4071717	Humann339260_27		C3-Fluorescein	
4071718	Humann339260_28		C3-Fluorescein	
4071719	Humann339260_29		C3-Fluorescein	
4071720	Humann339260_30		C3-Fluorescein	
4071721	Humann339260_31		C3-Fluorescein	
4071722	Humann339260_32		C3-Fluorescein	
4071723	Humann339260_33		C3-Fluorescein	
4071724	Humann339260_34		C3-Fluorescein	
4071725	Humann339260_35		C3-Fluorescein	
4071726	Humann339260_36		C3-Fluorescein	
4071727	Humann339260_37		C3-Fluorescein	
4067310	LacZ_3		TEG-Biotin	
4067311	HOTAIR_1		TEG-Biotin	
4067312	HOTAIR_2		TEG-Biotin	
4071411	mGpr27	FAM	BHQ-1	
4071752	Stx1 probe	FAM	BHQ-1	
4071753	Stx1 probe	FAM	BHQ-1	
4071775	CRTAM_G_L_TPGFB	FAM	BHQ-1	
4071776	CXCR3_A_L_TPAFB	FAM	BHQ-1	
4071777	FCRL3_C_R_M_TPCFB	FAM	BHQ-1	
4071778	KIAA1143 _A_L_M_TPAFB	FAM	BHQ-1	
4071779	KLF12_D_NS_TPDFB	FAM	BHQ-1	
4071780	TMEM204_B_L_TPBFB	FAM	BHQ-1	
4071781	CRTAM_G_L_TPGFB	FAM	BHQ-1	
4071782	CXCR3_A_L_TPAFB	FAM	BHQ-1	
4071783	FCRL3_C_R_M_TPCFB	FAM	BHQ-1	
4071784	KIAA1143 _A_L_M_TPAFB	FAM	BHQ-1	
4071785	KLF12_D_NS_TPDFB	FAM	BHQ-1	
4071786	TMEM204_B_L_TPBFB	FAM	BHQ-1	
4071787	ANXA3_A_NS_M_TPAFB	FAM	BHQ-1	
4071788	CLEC4D_F_NS_M_TPFFB	FAM	BHQ-1	
4071789	LMNB1_D_NS_TPDFB	FAM	BHQ-1	
4071790	PRRG4_F_L_TPEFB	FAM	BHQ-1	
4071791	TNFAIP6_F_NS_M_TPFFB	FAM	BHQ-1	
4071792	VNN1_B_L_TPBFB	FAM	BHQ-1	
4054910	47-probe12	T(DIG)	Spacer C3	
4069057	PCCA_715_P2	CAL Fluor Gold 540	BHQ-1	
4069450	Rps1K-Wt-Q670	Quasar 670	BHQ-2	MS Failure:  3/26/2014
4071824	ST2417F1			
4071828	ST2414F1			
4071832	ST2422F1			
4071836	ST2520F1			
4071840	ST2418F1			
4071844	ST2420F1			
4071848	ST2416F1			Low yield at ODs 3/25/14 dl. 
4071852	ST2415F1			
4071856	ST2421F1			
4071860	ST2419F1			
4071864	SP1958F1			
4071868	SP1959F1			
4071872	SP1967F1			Low yield at ODs 3/25/14 dl. 
4071876	SP1962F1			
4071880	SP1960F1			
4071884	SP1964F1			Low yield at ODs 3/25/14 dl. 
4071888	SP1966F1			
4071892	SP1957F1			
4071896	SF3240F1			
4071900	SF3532F1			
4071822	ST2417A1FM	FAM	BHQ-1	
4071826	ST2414A1FM	FAM	BHQ-1	
4071830	ST2422A1FM	FAM	BHQ-1	
4071834	ST2520A1FM	FAM	BHQ-1	
4071838	ST2418A1FM	FAM	BHQ-1	
4071842	ST2420A1FM	FAM	BHQ-1	
4071846	ST2416A1FM	FAM	BHQ-1	
4071850	ST2415A1FM	FAM	BHQ-1	
4071854	ST2421A1FM	FAM	BHQ-1	
4071858	ST2419A1FM	FAM	BHQ-1	
4071862	SP1958A1FM	FAM	BHQ-1	
4071866	SP1959A1FM	FAM	BHQ-1	
4071870	SP1967A1FM	FAM	BHQ-1	
4071874	SP1962A1FM	FAM	BHQ-1	
4071878	SP1960A1FM	FAM	BHQ-1	
4071882	SP1964A1FM	FAM	BHQ-1	
4071886	SP1966A1FM	FAM	BHQ-1	
4071890	SP1957A1FM	FAM	BHQ-1	
4071894	SF3240A1FM	FAM	BHQ-1	
4071898	SF3532A2FM	FAM	BHQ-1	
4071825	ST2417R1			
4071829	ST2414R1			
4071833	ST2422R1			
4071837	ST2520R1			
4071841	ST2418R1			
4071845	ST2420R1			
4071849	ST2416R1			
4071853	ST2415R1			
4071857	ST2421R1			
4071861	ST2419R1			
4071865	SP1958R1			
4071869	SP1959R1			
4071873	SP1967R1			
4071877	SP1962R1			
4071881	SP1960R1			
4071885	SP1964R1			
4071889	SP1966R1			
4071893	SP1957R1			
4071897	SF3240R1			
4071901	SF3532R1			
4071940	nc15r2n			
4071940	nc15r2n			
4071940	nc15r2n			
4071941	nc11f4n			
4071941	nc11f4n			
4071941	nc11f4n			
4071942	nc20f2n			
4071942	nc20f2n			
4071942	nc20f2n			
4071944	NC1r1n			
4071944	NC1r1n			
4071944	NC1r1n			
4071945	NC22f2n			
4071945	NC22f2n			
4071945	NC22f2n			
4071946	16Df-C20n			
4071946	16Df-C20n			
4071946	16Df-C20n			
4071947	nc7r8n			
4071947	nc7r8n			
4071947	nc7r8n			
4071949	NC4f1n			
4071949	NC4f1n			
4071949	NC4f1n			
4071950	Nc21r1n			
4071950	Nc21r1n			
4071950	Nc21r1n			
4071953	nc3r5n			
4071953	nc3r5n			
4071953	nc3r5n			
4071955	nc10r3n			
4071955	nc10r3n			
4071955	nc10r3n			
4071956	nc12f1n			
4071956	nc12f1n			
4071956	nc12f1n			
4071958	nc17f2n			
4071958	nc17f2n			
4071958	nc17f2n			
4071959	Nc5f1n			
4071959	Nc5f1n			
4071959	Nc5f1n			
4071740	PEV6930-1			
4071741	PEV7186-2			
4071745	mUBC FWD 001			
4071746	mIL-7R FWD 001			
4071747	mUBC REV 001			
4071748	mIL-7R REV 001			
4071756	Stx1 forward			
4071757	Stx1 forward			
4071758	Stx1 reverse			
4071759	Stx1 reverse			
4071760	Stx2abc forward			
4071761	Stx2abc forward			
4071762	Stx2abc reverse			
4071763	Stx2abc reverse			
4071764	Stx1 forward			
4071765	Stx1 forward			
4071766	Stx1 reverse			
4071767	Stx1 reverse			
4071768	Stx2abc forward			
4071769	Stx2abc forward			
4071770	Stx2abc reverse			
4071771	Stx2abc reverse			
4071937	NC6f1n			
4071938	nc18f3n			
4071939	nc19f4n			
4071943	AmelR1-C20n			
4071951	nc13r1n			
4071952	NC9f1n			
4071960	2009H1N1MB1ForwardCloning			
4071961	2009H1N1MB1ReverseCloning			
4071962	2009H1N1MB2ForwardCloning			
4071963	2009H1N1MB2ReverseCloning			
4071750	Pan16S_qPCR_F			
4071750	Pan16S_qPCR_F			
4071751	Pan16S_qPCR_R			
4071751	Pan16S_qPCR_R			
4071414	19-5661100-200 (btB2M-F)			
4071415	19-5661200-200 (btB2M-R)			
4071794	InvA-F			
4071795	InvA-R			
4071802	F EMF_1seq For			
4071803	F EMF_1seq Rev			
4071804	F EMR_1seq For			
4071805	F EMR_1seq Rev			
4071806	B EMF_1seq For			
4071807	B EMF_1seq Rev			
4071808	B EMR_1seq For			
4071809	B EMR_1seq Rev			
4071810	AE EMF_1seq For			
4071811	AE EMF_1seq Rev			
4071812	AE EMR_1seq For			
4071813	AE EMR_1seq Rev			
4071903	HIV Gag F			
4071904	HIV Gag R			
4071964	Cry1 graI F			
4071965	Cry1 graI R			
4071966	Cry 11 F			
4071967	Cry 11 R			
4071968	cryIIIA F			
4071969	cryIIIA  R			
4071970	Cry 4A spe F			
4071971	Cry 4A spe R			
4071972	GraI-nem F			
4071973	GraI-nem R			
4071974	GraI-cyt 1 F			
4071975	GraI-cyt 1 R			
4071976	Gra-cry8 F			
4071977	Gra-cry8 R			
4071978	Spe-Cry 9 F			
4071979	Spe-Cry 9 R			
4071980	cry10spe F			
4071981	cry10spe R			
4071982	damQA-F			
4071983	damQA-R			
4071992	PLA2G2	FAM	BHQ-1	
4071412	mGpr27_F			
4071413	mGpr27_R			
4071744	mIL-7R PRB 001	FAM	BHQ-1	
4071749	Pan16S_qPCR_Prb	FAM	BHQ-1	
4071948	nc8r6n			
4071948	nc8r6n			
4071948	nc8r6n			
4071948	nc8r6n			
4071948	nc8r6n			
4071954	NC14f3n			
4071954	NC14f3n			
4071954	NC14f3n			
4071954	NC14f3n			
4071954	NC14f3n			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			
4071957	D2r9-20			synthesis failure
4071984	M_5.8S-rc1084-11R			
4071984	M_5.8S-rc1084-11R			
4071984	M_5.8S-rc1084-11R			
4071984	M_5.8S-rc1084-11R			
4061748	33_CAO_1252(32)-1	BHQ-2	Spacer C3	
4061658	68_CAO_1463(150)	BHQ-3	Spacer C3	purity
4061673	68_CAO_1463(150)	BHQ-3	Spacer C3	purity
4061689	31_CAO_1238(306)-1	BHQ-3	Spacer C3	Poor BHQ3 coupling
4061800	11_CAO_1183(91)	BHQ-3	Spacer C3	Low Yield at ODs 03/25/14 mrr
4061858	44_CAO_1138(333)_2_Q705	BHQ-3	Spacer C3	purity
4071738	IAC-P	CAL Fluor Red 610	BHQ-2	
4071774	871U22P_CFR6	CAL Fluor Red 610	BHQ-2	
4071729	PDV-P	Quasar 670	BHQ-2	
4071732	rfbE-Ecoli-P	Quasar 670	BHQ-2	
4071734	rfbE-Ecoli-P	Quasar 670	BHQ-2	
4071736	rfbE-Ecoli-P	Quasar 670	BHQ-2	
4071742	TB705	Quasar 705	BHQ-2	
4071773	BDdros SPC PQ705	Quasar 705	BHQ-2	
4064353	D5f-C20			
4064354	21Dr1			
4064355	18Dr4-20			
4064356	D6r2-20			
4064358	D13f			
4064360	16Df-C20			poor purity: TS
4067046	MB NGO3-1	FAM	BHQ-1	Unintentional Base Swap
4067047	MB NGO3-2	FAM	BHQ-1	Unintentional Base Swap
4067048	MB NGO3-3	FAM	BHQ-1	Unintentional Base Swap
4067049	MB NGO3-4	FAM	BHQ-1	Unintentional Base Swap
4067051	MB NGO3-6	FAM	BHQ-1	Unintentional Base Swap
4067863	RNECOLI_CFOsc	CAL Fluor Orange 560		No fluorescence
4071730	listXM3	CAL Fluor Red 590	BHQ-2	N-2 Failure
4071905	SinvA.MB1	CAL Fluor Red 610	BHQ-2	No FLP
4071906	SinvA.MB2	CAL Fluor Red 610	BHQ-2	No FLP
4071907	SinvA.MB	CAL Fluor Red 610	BHQ-2	
4071908	ADH1-comp2	CAL Fluor Red 610	BHQ-2	recheck ok: TSrecheck: TSrecheck: TS
4071986	ACTB	Quasar 670	BHQ-2	
4071754	Stx2abc probe	CAL Fluor Gold 540	BHQ-1	
4071755	Stx2abc probe	CAL Fluor Gold 540	BHQ-1	
4071737	invA-Sal-P	CAL Fluor Orange 560	BHQ-1	Poor Cal Orange Coupling
4071799	BFV-CAL	CAL Fluor Orange 560	BHQ-1	no CO, DMT on: TS
4071815	Control 1.0 TQ_D15014	CAL Fluor Orange 560	BHQ-1	
4071816	Control 1.2 TQ_D15015	CAL Fluor Orange 560	BHQ-1	
4071416	19-5661300-200 (btB2M-P)	HEX	BHQ-1	
4071985	Q_18S-660-TG11F	FAM		 
4071989	TUBA1A	CAL Fluor Red 590	BHQ-2	
4071993	KLHL	CAL Fluor Red 590	BHQ-2	
4071988	b2M	CAL Fluor Red 610	BHQ-2	
4071994	PLA2G2	CAL Fluor Red 610	BHQ-2	
4071987	GAPH	CAL Fluor Red 635	BHQ-2	Poor purity: TSrecheck: TSrecheck: TS
4071995	PPIA	CAL Fluor Red 635	BHQ-2	poor purity: TSrecheck: TSrecheck: TS
4071996	TUBA1A	Quasar 670	BHQ-2	
4071920	Amelf-C20g	HEX		
4071921	NC1f1g	HEX		
4071922	NC22r2g	HEX		
4071923	16Dr-C20g	HEX		
4071924	nc7f2g	HEX		
4071925	nc8F2g	HEX		MS ok:JJLow Yield at Ods 03/26/14 mrr
4071931	NC4r1y	5-TAMRA		-206
4071926	nc10f3r	CAL Fluor Red 610		+204
4071927	nc12r1r	CAL Fluor Red 610		
4071928	D2f-20	CAL Fluor Red 610		
4071929	nc17r1r	CAL Fluor Red 610		
4071930	Nc5r1r	CAL Fluor Red 610		
4071932	NC21f1y	5-TAMRA		
4071933	nc13f1y	5-TAMRA		
4071934	NC9r1y	5-TAMRA		
4071935	nc3f4y	5-TAMRA		
4071936	NC14r1y	5-TAMRA		ms oklow yield - 03/27/14 sm 
4071990	PPIA	CAL Fluor Orange 560	BHQ-1	
4071728	HLB.83.F.CH	CAL Fluor Red 610	BHQ-2	
4071796	Rev_PCR-ILa1-pro2			
4071797	Rev_PCR-ILa2-pro2			Low yield at ODs 3/26/14 dl. 
4071739	Oeno_F1_sc	Quasar 670		poor flour: TS
4071772	invAscorpQ670	Quasar 670		poor flour: TS
4071743	mUBC PRB 001	CAL Fluor Red 610	BHQ-2	
4071800	RPPH1-CFR-610		Spacer C3	MS ok;  TSLow Yield at Ods 03/27/14 mrr
4071801	SRY-4-Fam		Spacer C3	
4071814	Noro2_TQ2_D15013	FAM	Spacer C3	
4070599	SB0064AA2VC	TET	BHQ-1	
4070603	SB0197AA2VC	TET	BHQ-1	
4070607	SB0298AA2VC	TET	BHQ-1	
4070611	SB0299AA2VC	TET	BHQ-1	
4070615	SB0490AA2VC	TET	BHQ-1	
4070619	SB1576A2TT	TET	BHQ-1	
4070623	SB1607A2TT	TET	BHQ-1	
4070627	SB1646A2TT	TET	BHQ-1	
4070631	SB1684A2TT	TET	BHQ-1	
4070635	SB1966A2TT	TET	BHQ-1	
4070639	SB2045A2TT	TET	BHQ-1	
4070643	SB2085A2TT	TET	BHQ-1	
4070647	SB640A2TT	TET	BHQ-1	
4070651	SB684A2TT	TET	BHQ-1	
4070655	SB792A2TT	TET	BHQ-1	
4070659	SB862A2TT	TET	BHQ-1	-1003
4070663	SM0070FA2VC	TET	BHQ-1	
4070667	SM0088BA2VC	TET	BHQ-1	
4070671	SM0294AA2VC	TET	BHQ-1	
4070675	SM0687AA2VC	TET	BHQ-1	
4070679	SM0856BA2VC	TET	BHQ-1	
4070683	SM1241AA2VC	TET	BHQ-1	
4070687	SM1267AA2VC	TET	BHQ-1	
4070691	SM1400AA2VC	TET	BHQ-1	
4070695	SR1006A2TT	TET	BHQ-1	poor syn. dw
4070699	SR1132A2TT	TET	BHQ-1	
4070703	SR1139A2TT	TET	BHQ-1	
4070707	SR460A2TT	TET	BHQ-1	
4070711	SR479A2TT	TET	BHQ-1	
4070715	SR496A2TT	TET	BHQ-1	
4070719	SR519A2TT	TET	BHQ-1	
4070723	SR521A2TT	TET	BHQ-1	
4070727	SR525A2TT	TET	BHQ-1	
4070731	SR564A2TT	TET	BHQ-1	
4070735	SR589A2TT	TET	BHQ-1	
4070739	SR612A2TT	TET	BHQ-1	
4070743	SR627A2TT	TET	BHQ-1	
4070747	SR640A2TT	TET	BHQ-1	
4070751	SS0120AA2VC	TET	BHQ-1	
4070755	SS0130AA2VC	TET	BHQ-1	
4070759	SS0317AA2VC	TET	BHQ-1	
4070598	SB0064AA1FM	FAM	BHQ-1	
4070602	SB0197AA1FM	FAM	BHQ-1	
4070606	SB0298AA1FM	FAM	BHQ-1	
4070610	SB0299AA1FM	FAM	BHQ-1	
4070614	SB0490AA1FM	FAM	BHQ-1	
4070618	SB1576A1FM	FAM	BHQ-1	
4070622	SB1607A1FM	FAM	BHQ-1	
4070626	SB1646A1FM	FAM	BHQ-1	
4070630	SB1684A1FM	FAM	BHQ-1	
4070634	SB1966A1FM	FAM	BHQ-1	
4070638	SB2045A1FM	FAM	BHQ-1	
4070642	SB2085A1FM	FAM	BHQ-1	
4070646	SB640A1FM	FAM	BHQ-1	
4070650	SB684A1FM	FAM	BHQ-1	
4070654	SB792A1FM	FAM	BHQ-1	
4070658	SB862A1FM	FAM	BHQ-1	
4070662	SM0070FA1FM	FAM	BHQ-1	
4070666	SM0088BA1FM	FAM	BHQ-1	
4070670	SM0294AA1FM	FAM	BHQ-1	
4070674	SM0687AA1FM	FAM	BHQ-1	
4070678	SM0856BA1FM	FAM	BHQ-1	
4070682	SM1241AA1FM	FAM	BHQ-1	
4070686	SM1267AA1FM	FAM	BHQ-1	
4070690	SM1400AA1FM	FAM	BHQ-1	
4070694	SR1006A1FM	FAM	BHQ-1	
4070698	SR1132A1FM	FAM	BHQ-1	
4070702	SR1139A1FM	FAM	BHQ-1	
4070706	SR460A1FM	FAM	BHQ-1	
4070710	SR479A1FM	FAM	BHQ-1	
4070714	SR496A1FM	FAM	BHQ-1	
4070718	SR519A1FM	FAM	BHQ-1	
4070722	SR521A1FM	FAM	BHQ-1	
4070726	SR525A1FM	FAM	BHQ-1	
4070730	SR564A1FM	FAM	BHQ-1	
4070734	SR589A1FM	FAM	BHQ-1	
4070738	SR612A1FM	FAM	BHQ-1	
4070742	SR627A1FM	FAM	BHQ-1	
4070746	SR640A1FM	FAM	BHQ-1	
4070750	SS0120AA1FM	FAM	BHQ-1	
4070754	SS0130AA1FM	FAM	BHQ-1	
4070758	SS0317AA1FM	FAM	BHQ-1	
4068145	SM1380AA1FM	FAM	BHQ-1	
4068189	SP1876A1FM	FAM	BHQ-1	
4068094	SB659A2TT	TET	BHQ-1	
4068853	Pax6_38		mdC(TEG-Amino)	
4068948	Map2_37		mdC(TEG-Amino)	
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4062216	mC73RD1fwd			
4071914	NC6r1b	6-FAM		Low Yield at ODs 03/25/14 mrr
4071915	nc18r2b	6-FAM		ms not oksodium adducts: TS
4071916	NC19r3b	6-FAM		Sodium adducts.Low Yield at ODs 03/25/14 mrr
4071917	nc15f1b	6-FAM		Relot to tubes; BC
4071918	nc11r3b	6-FAM		Relot to tubes; BC
4071919	nc20r1b	6-FAM		Relot to tubes; BC
4067079	MS2;3010P22	Quasar 705	BHQ-2	
4064331	PEr6-20			
4064352	D19f9-C20			
4071731	hlyA-LisM-P	FAM	BHQ-1	MS ok:JJLow Yield at ODs 03/25/14 mrr
4071733	hlyA-LisM-P	FAM	BHQ-1	Low Yield at ODs 03/25/14 mrr
4071735	hlyA-LisM-P	FAM	BHQ-1	Low Yield at ODs 03/25/14 mrr
4071793	InvA-Probe	FAM	BHQ-1	MS ok:JJLow Yield at ODs 03/25/14 mrr
4071798	RRV-FAM	FAM	BHQ-1	
4071036	FVL Pb 4			
4071040	FLUAM-49-P6	CAL Fluor Orange 560	BHQ-1	
4071091	LrALS_Probe	TET	BHQ-1	
4070937	JKTM10 Q670	Quasar 670	BHQ-2	
4070974	ROV_VP4_PR802-1	FAM	BHQ-1	see 289189 for syn. info. dw
4070975	ROV_VP4_PR802-2	FAM	BHQ-1	see 289189 for syn. info. dw
4070976	ROV_VP4_PF748-1	FAM	BHQ-1	see 289189 for syn. info. dw
4070978	ROV_VP4_PF1074	FAM	BHQ-1	wobblesee 289189 for syn. info. dw
4071110	pncAprobe406427ONBovis	CAL Fluor Orange 560	BHQ-1	
4067955	GiaPr	FAM	BHQ-1	
4071902	HIV Gag P	FAM	BHQ-1	
4068402	HHV-6 set1 CG610	CAL Fluor Red 610	BHQ-2	
4068403	HHV-5 set1 CG610	CAL Fluor Red 610	BHQ-2	
4061843	44_CAO_1138(333)_2_Q705	BHQ-3	Spacer C3	re-lotted for DMTR sd
4061871	11_CAO_1183(91)	BHQ-3	Spacer C3	recombined 04/02/14 kt purityre-lotted for DMTR sd
4069396	Cap D1 (+)			wobble ok: TS
4064520	Probe O111rc-320 UM02	CAL Fluor Gold 540		
4072591	Probe 1 		mdC(TEG-Amino)	
4072592	Probe 2 		mdC(TEG-Amino)	
4072593	Probe 3 		mdC(TEG-Amino)	
4072594	Probe 4 		mdC(TEG-Amino)	
4072595	Probe 5 		mdC(TEG-Amino)	
4072596	Probe 6 		mdC(TEG-Amino)	
4072597	Probe 7 		mdC(TEG-Amino)	
4072598	Probe 8 		mdC(TEG-Amino)	
4072599	Probe 9 		mdC(TEG-Amino)	
4072600	Probe 10		mdC(TEG-Amino)	
4072601	Probe 11		mdC(TEG-Amino)	
4072602	Probe 12		mdC(TEG-Amino)	
4072603	Probe 13		mdC(TEG-Amino)	
4072604	Probe 14		mdC(TEG-Amino)	
4072605	Probe 15		mdC(TEG-Amino)	
4072606	Probe 16		mdC(TEG-Amino)	
4072607	Probe 17		mdC(TEG-Amino)	
4072608	Probe 18		mdC(TEG-Amino)	
4072609	Probe 19		mdC(TEG-Amino)	
4072610	Probe 20		mdC(TEG-Amino)	
4072611	Probe 21		mdC(TEG-Amino)	
4072612	Probe 22		mdC(TEG-Amino)	
4072613	Probe 23		mdC(TEG-Amino)	
4072614	Probe 24		mdC(TEG-Amino)	
4072615	Probe 25		mdC(TEG-Amino)	
4072616	Probe 26		mdC(TEG-Amino)	
4072617	Probe 27		mdC(TEG-Amino)	
4072618	Probe 28		mdC(TEG-Amino)	
4069449	Rps1K-Mt-CR610	CAL Fluor Red 610	BHQ-2	
4069453	81419-Ev-CR610	CAL Fluor Red 610	BHQ-2	
